-14.54155,7.644078,18.85155,220.2908,339.5325,203.9474
-14.58155,7.643938,17.35209,220.2908,339.5325,203.9474
-14.78152,7.643237,9.854776,220.2908,339.5325,203.9474
-14.83746,7.586067,9.856274,220.2908,339.5325,203.9474
-14.63749,7.586768,17.35359,220.2908,339.5325,203.9474
-14.69343,7.529599,17.35508,220.2908,339.5325,203.9474
-14.8934,7.528898,9.857771,220.2908,339.5325,203.9474
-14.94934,7.471728,9.859268,220.2908,339.5325,203.9474
-14.74937,7.472429,17.35658,220.2908,339.5325,203.9474
-14.80531,7.41526,17.35808,220.2908,339.5325,203.9474
-15.00528,7.414559,9.860765,220.2908,339.5325,203.9474
-15.06122,7.357389,9.862263,220.2908,339.5325,203.9474
-14.86125,7.35809,17.35958,220.2908,339.5325,203.9474
-14.91719,7.300921,17.36107,220.2908,339.5325,203.9474
-15.11716,7.30022,9.86376,220.2908,339.5325,203.9474
-15.1731,7.243051,9.865257,220.2908,339.5325,203.9474
-14.97313,7.243752,17.36257,220.2908,339.5325,203.9474
-15.02907,7.186582,17.36407,220.2908,339.5325,203.9474
-15.22904,7.185881,9.866755,220.2908,339.5325,203.9474
-15.28498,7.128712,9.868252,220.2908,339.5325,203.9474
-15.08501,7.129413,17.36556,220.2908,339.5325,203.9474
-15.14095,7.072243,17.36706,220.2908,339.5325,203.9474
-15.34092,7.071542,9.869749,220.2908,339.5325,203.9474
-15.39686,7.014373,9.871246,220.2908,339.5325,203.9474
-15.19689,7.015074,17.36856,220.2908,339.5325,203.9474
-15.25283,6.957904,17.37006,220.2908,339.5325,203.9474
-15.4528,6.957203,9.872744,220.2908,339.5325,203.9474
-15.50875,6.900034,9.874241,220.2908,339.5325,203.9474
-15.30877,6.900735,17.37155,220.2908,339.5325,203.9474
-15.36471,6.843565,17.37305,220.2908,339.5325,203.9474
-15.56469,6.842865,9.875738,220.2908,339.5325,203.9474
-15.62063,6.785695,9.877235,220.2908,339.5325,203.9474
-15.42066,6.786396,17.37455,220.2908,339.5325,203.9474
-15.4766,6.729227,17.37605,220.2908,339.5325,203.9474
-15.67657,6.728526,9.878733,220.2908,339.5325,203.9474
-15.73251,6.671356,9.88023,220.2908,339.5325,203.9474
-15.53254,6.672057,17.37754,220.2908,339.5325,203.9474
-15.58848,6.614888,17.37904,220.2908,339.5325,203.9474
-15.78845,6.614187,9.881727,220.2908,339.5325,203.9474
-15.84439,6.557017,9.883224,220.2908,339.5325,203.9474
-15.64442,6.557718,17.38054,220.2908,339.5325,203.9474
-15.70036,6.500549,17.38203,220.2908,339.5325,203.9474
-15.90033,6.499848,9.884722,220.2908,339.5325,203.9474
-15.95627,6.442678,9.886219,220.2908,339.5325,203.9474
-15.7563,6.443379,17.38353,220.2908,339.5325,203.9474
-15.81224,6.38621,17.38503,220.2908,339.5325,203.9474
-16.01221,6.385509,9.887716,220.2908,339.5325,203.9474
-16.06815,6.32834,9.889214,220.2908,339.5325,203.9474
-15.86818,6.329041,17.38653,220.2908,339.5325,203.9474
-15.92412,6.271871,17.38802,220.2908,339.5325,203.9474
-16.12409,6.27117,9.890711,220.2908,339.5325,203.9474
-16.18003,6.214001,9.892208,220.2908,339.5325,203.9474
-15.98006,6.214702,17.38952,220.2908,339.5325,203.9474
-16.036,6.157532,17.39102,220.2908,339.5325,203.9474
-16.23597,6.156831,9.893705,220.2908,339.5325,203.9474
-16.29191,6.099662,9.895203,220.2908,339.5325,203.9474
-16.09194,6.100363,17.39252,220.2908,339.5325,203.9474
-16.14788,6.043193,17.39401,220.2908,339.5325,203.9474
-16.34785,6.042492,9.8967,220.2908,339.5325,203.9474
-16.4038,5.985323,9.898197,220.2908,339.5325,203.9474
-16.20382,5.986024,17.39551,220.2908,339.5325,203.9474
-16.25976,5.928854,17.39701,220.2908,339.5325,203.9474
-16.45974,5.928154,9.899694,220.2908,339.5325,203.9474
-16.51567,5.870984,9.901192,220.2908,339.5325,203.9474
-16.3157,5.871685,17.3985,220.2908,339.5325,203.9474
-16.37164,5.814516,17.4,220.2908,339.5325,203.9474
-16.57162,5.813815,9.902689,220.2908,339.5325,203.9474
-16.62756,5.756645,9.904186,220.2908,339.5325,203.9474
-16.42759,5.757346,17.4015,220.2908,339.5325,203.9474
-16.48353,5.700177,17.403,220.2908,339.5325,203.9474
-16.6835,5.699476,9.905684,220.2908,339.5325,203.9474
-16.73944,5.642306,9.907181,220.2908,339.5325,203.9474
-16.53947,5.643007,17.40449,220.2908,339.5325,203.9474
-16.59541,5.585838,17.40599,220.2908,339.5325,203.9474
-16.79538,5.585137,9.908678,220.2908,339.5325,203.9474
-16.85132,5.527967,9.910175,220.2908,339.5325,203.9474
-16.65135,5.528668,17.40749,220.2908,339.5325,203.9474
-16.70729,5.471499,17.40899,220.2908,339.5325,203.9474
-16.90726,5.470798,9.911673,220.2908,339.5325,203.9474
-16.93212,5.44539,9.912338,220.2908,339.5325,203.9474
-16.73215,5.446091,17.40965,220.2908,339.5325,203.9474
-16.97213,5.445247,8.412877,220.2908,339.5325,203.9474
